I
1000 Generated by WorldEditor

1    285 1 0 EGLS Old Sarum
1302 city Old Sarum
1302 country United Kingdom
1302 datum_lat 51.098888889
1302 datum_lon -1.784166667
1302 faa_code 
1302 iata_code 
1302 icao_code EGLS
1302 region_code EG
1302 state England
1302 transition_alt 3000
1302 transition_level 
100 49.99 3 0 0.00 0 0 0 06  51.09689481 -001.78853947    0    0 0 0 0 0 24  51.10093378 -001.77942012   44    0 0 0 0 0
110 4 0.00 0.0000 New Taxiway 41
111  51.10092912 -001.78227288
111  51.10094694 -001.78224767
112  51.10103437 -001.78204908  51.10103565 -001.78204806
111  51.10109415 -001.78195490
111  51.10115007 -001.78184435
111  51.10118093 -001.78181364
111  51.10119828 -001.78181466
111  51.10117578 -001.78187813
111  51.10114364 -001.78195490
111  51.10105494 -001.78218318
113  51.10100331 -001.78237260
110 1 0.00 320.0000 Building Areas
111  51.09880688 -001.78969992
112  51.09864407 -001.78960609  51.09854070 -001.78954535
111  51.09864407 -001.78960609
112  51.09864407 -001.78960609  51.09859238 -001.78957572
112  51.09836432 -001.78946135  51.09825552 -001.78938837
111  51.09815719 -001.78928379
111  51.09804184 -001.78906602
112  51.09809362 -001.78896373  51.09812476 -001.78890484
111  51.09809362 -001.78896373
112  51.09809362 -001.78896373  51.09815842 -001.78904260
112  51.09822564 -001.78898861  51.09824803 -001.78895113
112  51.09840150 -001.78862787  51.09842116 -001.78857832
112  51.09838448 -001.78844422  51.09835499 -001.78840510
112  51.09807826 -001.78807581  51.09806024 -001.78805755
112  51.09805480 -001.78811344  51.09807282 -001.78813692
111  51.09819908 -001.78829898
111  51.09804841 -001.78861876
111  51.09802979 -001.78859774
111  51.09789718 -001.78888583
111  51.09771190 -001.78866518
111  51.09777150 -001.78854192
111  51.09768745 -001.78843557
111  51.09791567 -001.78794469
111  51.09799812 -001.78804935
112  51.09802526 -001.78801048  51.09803629 -001.78797939
111  51.09802526 -001.78801048
112  51.09802526 -001.78801048  51.09806871 -001.78790827
112  51.09806675 -001.78760987  51.09817988 -001.78735000
111  51.09806675 -001.78760987
111  51.09908580 -001.78544262
111  51.09926564 -001.78566560
111  51.09897257 -001.78631236
111  51.09893890 -001.78627751
111  51.09889066 -001.78638317
112  51.09897221 -001.78635602  51.09899865 -001.78630258
111  51.09928717 -001.78567351
112  51.09933947 -001.78564916  51.09936804 -001.78568263
111  51.09941479 -001.78569255
111  51.09956113 -001.78538404
111  51.09949479 -001.78527989
111  51.09943881 -001.78517809
111  51.09942892 -001.78520098
111  51.09936601 -001.78511804
111  51.09942212 -001.78500706
112  51.09935246 -001.78491098  51.09934425 -001.78490193
112  51.09931047 -001.78493346  51.09928900 -001.78496061
111  51.09926027 -001.78500120
111  51.09920212 -001.78490872
112  51.09927109 -001.78472262  51.09930209 -001.78465772
111  51.09936176 -001.78459389
111  51.09942346 -001.78468184
112  51.09939583 -001.78479265  51.09938951 -001.78480672
112  51.09939925 -001.78483636  51.09940485 -001.78484397
111  51.09949033 -001.78494753
111  51.09966928 -001.78498588
111  51.09976803 -001.78476587
111  51.09944551 -001.78439167
111  51.09947909 -001.78431860
111  51.09981549 -001.78470623
111  51.09983136 -001.78466578
111  51.09979396 -001.78462331
111  51.09981138 -001.78458151
111  51.09971731 -001.78447560
111  51.09981622 -001.78425596
111  51.10001889 -001.78445630
111  51.10005356 -001.78439020
111  51.10030327 -001.78381584
111  51.10023907 -001.78373835
111  51.10031351 -001.78359044
111  51.10037132 -001.78366517
111  51.10051861 -001.78335126
111  51.10044822 -001.78325895
111  51.10049945 -001.78314907
111  51.10056909 -001.78323952
111  51.10071194 -001.78293458
111  51.10065024 -001.78286384
111  51.10092912 -001.78227288
111  51.10103475 -001.78241429
111  51.10085443 -001.78278525
112  51.10087867 -001.78289395  51.10090083 -001.78292072
111  51.10132653 -001.78341293
112  51.10132653 -001.78341293  51.10137446 -001.78346713
112  51.10143502 -001.78336257  51.10146696 -001.78328761
111  51.10143502 -001.78336257
111  51.10143386 -001.78324173
111  51.10188496 -001.78231874
111  51.10166339 -001.78207916
111  51.10153792 -001.78230538
111  51.10126636 -001.78199037
111  51.10132540 -001.78188346
111  51.10149862 -001.78208424
111  51.10159702 -001.78188259
111  51.10169842 -001.78162594
111  51.10193383 -001.78191803
111  51.10190679 -001.78197300
111  51.10199902 -001.78207316
111  51.10224490 -001.78154925
111  51.10207013 -001.78132328
111  51.10197043 -001.78153948
111  51.10164223 -001.78115804
111  51.10176586 -001.78098641
111  51.10186559 -001.78111729
111  51.10198125 -001.78085198
111  51.10188075 -001.78073624
111  51.10201498 -001.78045045
111  51.10247325 -001.78098041
111  51.10269835 -001.78046783
111  51.10245793 -001.78018169
111  51.10234269 -001.78043351
111  51.10216115 -001.78021789
111  51.10222632 -001.78005563
111  51.10230163 -001.78013841
111  51.10239283 -001.77992994
112  51.10233513 -001.77986600  51.10232124 -001.77985273
112  51.10226150 -001.77990812  51.10223957 -001.77996406
111  51.10216613 -001.78013635
111  51.10211601 -001.78008092
112  51.10223182 -001.77977032  51.10226759 -001.77966606
112  51.10218252 -001.77956818  51.10214519 -001.77954981
111  51.10218252 -001.77956818
112  51.10218252 -001.77956818  51.10218852 -001.77953427
111  51.10219594 -001.77949353
112  51.10219594 -001.77949353  51.10226991 -001.77952833
111  51.10230015 -001.77964455
111  51.10240802 -001.77976895
111  51.10241474 -001.77974937
112  51.10269953 -001.78009403  51.10272862 -001.78013145
112  51.10279297 -001.78007917  51.10282876 -001.78001325
